2024-05-12 13:49:07,474 - INFO - looop
2024-05-12 13:49:08,475 - INFO - looop
2024-05-12 13:49:09,476 - INFO - looop
2024-05-12 13:49:10,479 - INFO - looop
2024-05-12 13:49:11,480 - INFO - looop
2024-05-12 13:49:12,482 - INFO - looop
2024-05-12 13:49:13,483 - INFO - looop
2024-05-12 13:49:14,484 - INFO - looop
2024-05-12 13:49:15,488 - INFO - looop
2024-05-12 13:49:16,488 - INFO - looop
2024-05-12 13:49:17,489 - INFO - looop
2024-05-12 13:49:18,492 - INFO - looop
2024-05-12 13:52:09,593 - INFO - Initial Log
2024-05-12 14:05:04,062 - INFO - Initial Log
2024-05-12 14:09:41,616 - INFO - Initial Log
2024-05-12 14:09:41,616 - INFO - SchwabAPIClient
2024-05-12 14:12:13,715 - INFO - Initial Log
2024-05-12 14:12:44,058 - INFO - Initial Log
2024-05-12 14:12:44,058 - INFO - ***************************************** - 
2024-05-12 14:12:44,058 - INFO - SchwabAPIClient
2024-05-12 14:13:10,267 - INFO - Initial Log
2024-05-12 14:13:10,267 - INFO - ***************************************** - 
2024-05-12 14:13:10,267 - INFO - SchwabAPIClient
2024-05-12 14:26:11,374 - INFO - Initial Log
2024-05-12 14:26:11,374 - INFO - ***************************************** - 
2024-05-12 14:41:12,612 - INFO - Initial Log
2024-05-12 14:49:42,857 - INFO - Initial Log
2024-05-12 14:50:40,116 - INFO - Initial Log
2024-05-12 14:50:40,116 - INFO - while True
2024-05-12 14:50:40,116 - INFO - looop
2024-05-12 14:50:41,121 - INFO - looop
2024-05-12 14:50:42,122 - INFO - looop
2024-05-12 14:50:43,123 - INFO - looop
2024-05-12 14:50:44,123 - INFO - looop
2024-05-12 14:50:45,124 - INFO - looop
2024-05-12 14:50:46,125 - INFO - looop
2024-05-12 14:50:47,128 - INFO - looop
2024-05-12 14:50:48,129 - INFO - looop
2024-05-12 14:50:49,133 - INFO - looop
2024-05-12 14:50:50,134 - INFO - looop
2024-05-12 14:50:51,135 - INFO - looop
2024-05-12 14:50:52,136 - INFO - looop
2024-05-12 14:50:53,136 - INFO - looop
2024-05-12 14:50:54,137 - INFO - looop
2024-05-12 14:50:55,138 - INFO - looop
2024-05-12 14:50:56,138 - INFO - looop
2024-05-12 14:50:57,143 - INFO - looop
2024-05-12 14:50:58,145 - INFO - looop
2024-05-12 14:50:59,147 - INFO - looop
2024-05-12 14:51:00,148 - INFO - looop
2024-05-12 14:51:01,149 - INFO - looop
2024-05-12 14:51:02,153 - INFO - looop
2024-05-12 14:51:03,157 - INFO - looop
2024-05-12 14:51:04,158 - INFO - looop
2024-05-12 14:51:05,159 - INFO - looop
2024-05-12 14:51:06,159 - INFO - looop
2024-05-12 14:51:07,160 - INFO - looop
2024-05-12 14:51:08,160 - INFO - looop
2024-05-12 14:51:09,165 - INFO - looop
2024-05-12 14:51:10,165 - INFO - looop
2024-05-12 14:51:11,170 - INFO - looop
2024-05-12 14:51:12,171 - INFO - looop
2024-05-12 14:51:13,173 - INFO - looop
2024-05-12 14:51:14,174 - INFO - looop
2024-05-12 14:51:15,176 - INFO - looop
2024-05-12 14:51:16,177 - INFO - looop
2024-05-12 14:51:17,178 - INFO - looop
2024-05-12 14:51:18,179 - INFO - looop
2024-05-12 14:51:19,180 - INFO - looop
2024-05-12 14:51:20,180 - INFO - looop
2024-05-12 14:51:21,180 - INFO - looop
2024-05-12 14:51:22,181 - INFO - looop
2024-05-12 14:51:23,183 - INFO - looop
2024-05-12 14:51:24,184 - INFO - looop
2024-05-12 14:51:25,185 - INFO - looop
2024-05-12 14:51:26,186 - INFO - looop
2024-05-12 14:51:27,187 - INFO - looop
2024-05-12 14:51:28,189 - INFO - looop
2024-05-12 14:51:29,190 - INFO - looop
2024-05-12 14:51:30,190 - INFO - looop
2024-05-12 14:51:31,191 - INFO - looop
2024-05-12 14:51:32,192 - INFO - looop
2024-05-12 14:51:33,197 - INFO - looop
2024-05-12 14:51:34,197 - INFO - looop
2024-05-12 14:51:35,198 - INFO - looop
2024-05-12 14:51:36,198 - INFO - looop
2024-05-12 14:51:37,199 - INFO - looop
2024-05-12 14:51:38,200 - INFO - looop
2024-05-12 14:51:39,201 - INFO - looop
2024-05-12 14:51:40,201 - INFO - looop
2024-05-12 14:51:41,202 - INFO - looop
2024-05-12 14:51:42,203 - INFO - looop
2024-05-12 14:51:43,208 - INFO - looop
2024-05-12 14:51:44,210 - INFO - looop
2024-05-12 14:51:45,210 - INFO - looop
2024-05-12 14:51:46,211 - INFO - looop
2024-05-12 14:51:50,066 - INFO - Initial Log
2024-05-12 14:51:50,066 - INFO - while True
2024-05-12 14:51:50,066 - INFO - looop
2024-05-12 14:51:51,068 - INFO - looop
